5.050505050505051940e-01,2.525252525252524194e+00,2.723749514618697271e-02,3.768238797783851624e-02
6.969696969696968836e+00,-7.070707070707076269e-01,6.618767182664387513e-11,-4.426203668117523193e-04
-3.737373737373737903e+00,-6.565656565656565746e+00,8.707598124139651689e-12,6.850697100162506104e-04
-1.515151515151515582e+00,-5.050505050505051940e-01,1.521333879886590523e-01,1.371393203735351562e-01
-5.757575757575757791e+00,-9.090909090909100598e-01,1.524236773379343377e-07,-1.762073487043380737e-03
-1.919191919191918672e+00,2.727272727272726627e+00,1.644526444856292098e-03,9.402785450220108032e-03
5.353535353535352925e+00,-8.989898989898989612e+00,1.590297047219573394e-24,-2.000179141759872437e-03
-9.595959595959595134e+00,5.050505050505051940e-01,1.052939142155707963e-19,1.338336616754531860e-03
2.727272727272726627e+00,2.727272727272726627e+00,1.213737160454868682e-03,1.183650270104408264e-02
-2.121212121212121104e+00,-9.191919191919192045e+00,1.689191075928159873e-18,-3.220226615667343140e-03
1.010101010101003283e-01,-4.545454545454545858e+00,4.272191586330845094e-05,3.254152834415435791e-04
7.575757575757574358e+00,4.949494949494949836e+00,1.076545624348447124e-16,-5.467560142278671265e-03
4.545454545454544970e+00,5.050505050505051940e-01,4.932286872490386173e-05,1.294944435358047485e-03
7.070707070707076269e-01,1.313131313131313149e+00,1.791111094894206335e-01,1.455703675746917725e-01
1.000000000000000000e+01,-2.121212121212121104e+00,1.327991893040925390e-22,6.216261535882949829e-03
-3.333333333333333037e+00,2.121212121212121104e+00,1.850290015401848023e-04,9.657476097345352173e-03
6.565656565656563970e+00,-8.989898989898989612e+00,7.532676385449479077e-28,-2.355422824621200562e-03
-3.939393939393939448e+00,1.000000000000000000e+01,2.247925525384588385e-25,2.225611358880996704e-03
3.030303030303027612e-01,4.141414141414141881e+00,2.371808299220569427e-04,9.918902069330215454e-03
1.717171717171716239e+00,6.363636363636363313e+00,2.654237158856385468e-09,3.123316913843154907e-03
9.393939393939394478e+00,9.797979797979799343e+00,1.787048827148012405e-37,-2.451267093420028687e-03
-1.010101010101003283e-01,-5.555555555555555358e+00,4.471416649038158854e-07,-1.171734184026718140e-03
-1.919191919191918672e+00,-7.070707070707076269e-01,8.067565620188220377e-02,7.964274287223815918e-02
7.171717171717173045e+00,8.989898989898989612e+00,7.669261499763242502e-27,-1.452472060918807983e-03
-5.050505050505051940e-01,-1.010101010101003283e-01,3.665355158859550100e-01,3.859223723411560059e-01
-5.959595959595959336e+00,1.000000000000000000e+01,4.152304490473211861e-30,2.457056194543838501e-03
2.727272727272726627e+00,-6.161616161616161769e+00,1.205302247970424643e-10,-1.931693404912948608e-03
-1.313131313131313149e+00,6.565656565656563970e+00,3.461723236083444322e-10,2.745185047388076782e-03
8.181818181818179880e+00,3.131313131313131493e+00,7.697563719282489701e-16,3.153581172227859497e-03
-5.050505050505051940e-01,7.777777777777778567e+00,3.131725862888623285e-13,2.374026924371719360e-03
-5.757575757575757791e+00,-9.393939393939394478e+00,1.054106171904264815e-24,-4.043802618980407715e-05
5.757575757575757791e+00,-4.747474747474747403e+00,3.550357767207391415e-13,-6.670020520687103271e-04
-4.949494949494949836e+00,-7.070707070707076269e-01,8.445179919538228186e-06,-1.258548349142074585e-03
-1.010101010101003283e-01,-1.010101010101003283e-01,4.041757432059891464e-01,4.370421469211578369e-01
-4.343434343434343425e+00,6.767676767676768179e+00,5.558197299845765826e-15,3.493163734674453735e-03
-2.525252525252525082e+00,-3.333333333333333037e+00,3.962119828643276232e-04,8.108768612146377563e-03
7.979797979797979224e+00,1.111111111111110716e+00,9.502419134690609359e-14,2.421934157609939575e-03
3.030303030303027612e-01,-9.595959595959595134e+00,1.262263915563959196e-19,-1.571800559759140015e-03
4.747474747474747403e+00,-2.121212121212121104e+00,8.787865741944787211e-07,-5.001407116651535034e-03
-3.939393939393939448e+00,3.333333333333333925e+00,6.904044921287010223e-07,8.039150387048721313e-03
-5.050505050505051940e-01,1.111111111111110716e+00,1.987232179144015343e-01,2.009988725185394287e-01
-2.929292929292929060e+00,-1.000000000000000000e+01,2.106996046550469260e-22,-5.252625793218612671e-03
2.525252525252524194e+00,6.767676767676768179e+00,6.111581117373371022e-11,-3.670714795589447021e-04
-7.373737373737373701e+00,-6.969696969696969724e+00,7.133299879173850607e-21,8.094999939203262329e-03
-6.565656565656565746e+00,8.787878787878788955e+00,4.270206211103062789e-27,3.311131149530410767e-03
-2.121212121212121104e+00,-1.000000000000000000e+01,1.083549339521941399e-21,-2.575721591711044312e-03
-6.161616161616161769e+00,-3.030303030303027612e-01,1.799251008978290865e-08,-2.119880169630050659e-03
3.131313131313131493e+00,-3.131313131313131493e+00,2.245653125401134953e-05,1.892898231744766235e-03
2.121212121212121104e+00,-6.565656565656565746e+00,6.047373451874983827e-11,-1.809563487768173218e-03
-9.191919191919192045e+00,-5.353535353535353813e+00,4.803473079879503020e-23,2.923358231782913208e-03
-5.353535353535353813e+00,-2.525252525252525082e+00,1.609689710705006873e-07,4.485387355089187622e-03
6.969696969696968836e+00,6.565656565656563970e+00,1.330490551164731555e-18,-1.884963363409042358e-03
8.787878787878788955e+00,-1.010101010101003283e-01,1.640696233157788268e-16,1.958969980478286743e-03
-4.545454545454545858e+00,6.363636363636363313e+00,2.711422589026565558e-14,3.850731998682022095e-03
-3.535353535353535470e+00,-3.939393939393939448e+00,4.423386853709964731e-06,5.386266857385635376e-03
-2.323232323232323537e+00,5.959595959595958448e+00,1.230426092940946798e-09,3.284785896539688110e-03
-2.121212121212121104e+00,-3.939393939393939448e+00,1.228692281147003118e-04,7.159147411584854126e-03
1.111111111111110716e+00,9.393939393939394478e+00,8.847704234700723910e-19,3.169927746057510376e-03
-9.090909090909100598e-01,-4.949494949494949836e+00,7.877273362149954147e-06,-1.290645450353622437e-03
8.585858585858584746e+00,-4.949494949494949836e+00,4.440775370960358590e-22,-1.711349934339523315e-03
7.777777777777778567e+00,-7.777777777777777679e+00,2.175292667042242369e-27,-3.555443137884140015e-03
3.333333333333333925e+00,5.959595959595958448e+00,9.804362500246719247e-10,-9.101890027523040771e-04
5.555555555555555358e+00,2.121212121212121104e+00,1.239182550605969060e-07,2.196464687585830688e-03
-8.585858585858586522e+00,-9.797979797979797567e+00,1.704681329804905291e-34,8.333064615726470947e-04
-6.969696969696969724e+00,-7.373737373737373701e+00,7.133299879173850607e-21,4.396144300699234009e-03
7.575757575757574358e+00,6.363636363636363313e+00,7.320974987581415276e-20,3.537092357873916626e-03
7.070707070707076269e-01,-4.545454545454545858e+00,2.596716718419295636e-05,4.819408059120178223e-05
7.070707070707076269e-01,9.595959595959595134e+00,1.697236198548970500e-19,2.484474331140518188e-03
-3.737373737373737903e+00,2.525252525252524194e+00,1.734678489309269910e-05,8.399102836847305298e-03
5.353535353535352925e+00,-4.343434343434343425e+00,2.102431210436470585e-11,-7.661804556846618652e-05
-5.353535353535353813e+00,7.070707070707076269e-01,6.687687606729905738e-07,-1.140754669904708862e-03
1.000000000000000000e+01,-8.585858585858586522e+00,8.942490421960132541e-39,-4.212405532598495483e-03
4.141414141414141881e+00,-2.929292929292929060e+00,1.173281456627516652e-06,-5.129240453243255615e-04
8.989898989898989612e+00,-4.343434343434343425e+00,3.245717941376554512e-22,2.595309168100357056e-03
-4.545454545454545858e+00,-4.141414141414141881e+00,5.969804608279175747e-08,5.661223083734512329e-03
5.757575757575757791e+00,6.363636363636363313e+00,5.428857818617642771e-15,-3.383245319128036499e-03
4.343434343434342537e+00,-8.181818181818181657e+00,2.380253096506278837e-19,-2.010550349950790405e-03
7.575757575757574358e+00,3.333333333333333925e+00,3.883541227038169122e-14,2.320963889360427856e-03
5.151515151515150492e+00,7.171717171717173045e+00,6.903243628289733850e-16,-1.496102660894393921e-03
-5.959595959595959336e+00,-5.959595959595959336e+00,1.812018404916935411e-14,7.279638200998306274e-03
9.090909090909082835e-01,8.181818181818179880e+00,2.277596547423119512e-14,3.647956997156143188e-03
5.050505050505051940e-01,-8.181818181818181657e+00,1.515589375939402185e-14,-1.603689044713973999e-03
1.919191919191918672e+00,7.070707070707076269e-01,8.067565620188220377e-02,8.648510277271270752e-02
1.515151515151515582e+00,-2.323232323232323537e+00,9.129977884600836216e-03,1.239285245537757874e-02
2.323232323232323537e+00,1.717171717171716239e+00,1.710232470662627347e-02,3.581777587532997131e-02
-9.090909090909100598e-01,-3.737373737373737903e+00,8.806176959489066735e-04,5.512330681085586548e-03
-8.989898989898989612e+00,-3.333333333333333037e+00,6.429308341408931875e-19,-2.725236117839813232e-04
-8.787878787878787179e+00,-3.939393939393939448e+00,5.229261028193714213e-19,3.880597651004791260e-04
-9.797979797979797567e+00,8.181818181818179880e+00,2.041151055241403993e-36,1.334047690033912659e-02
4.141414141414141881e+00,5.555555555555555358e+00,5.982161742689351368e-10,-2.160575240850448608e-03
-2.323232323232323537e+00,4.949494949494949836e+00,2.106328124382697069e-07,4.034075886011123657e-03
-1.515151515151515582e+00,5.959595959595958448e+00,8.100398795806043227e-09,3.081355243921279907e-03
-2.323232323232323537e+00,8.585858585858584746e+00,1.986837263180853774e-17,2.307210117578506470e-03
1.313131313131313149e+00,-7.979797979797979224e+00,2.286236646494008979e-14,-1.657690852880477905e-03
9.090909090909082835e-01,-3.737373737373737903e+00,4.285182303880703488e-04,2.748642116785049438e-03
7.575757575757574358e+00,-2.525252525252525082e+00,2.441673154483449933e-14,9.699650108814239502e-04
7.979797979797979224e+00,8.383838383838384090e+00,3.600730892215773966e-27,-2.983596175909042358e-03
-4.949494949494949836e+00,5.757575757575757791e+00,1.297411393308409568e-13,4.550192505121231079e-03
-2.121212121212121104e+00,5.151515151515150492e+00,1.366289195916970584e-07,3.812406212091445923e-03
-3.737373737373737903e+00,4.545454545454544970e+00,1.292366804246244540e-08,4.637870937585830688e-03
2.929292929292929060e+00,-8.585858585858586522e+00,3.047980468324975697e-18,-1.747634261846542358e-03
-6.161616161616161769e+00,1.010101010101003283e-01,1.549008647999598802e-08,-2.049889415502548218e-03
-9.393939393939394478e+00,-1.010101010101003283e-01,9.891879647729503810e-19,5.436576902866363525e-04
8.787878787878788955e+00,6.161616161616162657e+00,2.118889823320763151e-23,-4.516776651144027710e-03
-1.313131313131313149e+00,3.737373737373737015e+00,2.396801213590991301e-04,5.830440670251846313e-03
3.131313131313131493e+00,-5.757575757575757791e+00,3.073311243282731558e-10,-1.988019794225692749e-03
2.525252525252524194e+00,-6.363636363636363313e+00,6.779662803577876008e-11,-1.892533153295516968e-03
1.010101010101003283e-01,5.757575757575757791e+00,1.566117086450804396e-07,4.173431545495986938e-03
-5.353535353535353813e+00,8.383838383838384090e+00,2.447717700286379877e-22,2.935562282800674438e-03
